Scheme,ColorName,NumOfColors,ColorLetter
Set2-6,Set2,6,F
Set2-7,Set2,7,A
Set2-7,Set2,7,B
Set2-7,Set2,7,C
Set2-7,Set2,7,D
Set2-7,Set2,7,E
Set2-7,Set2,7,F
Set2-7,Set2,7,G
Set2-8,Set2,8,A
Set2-8,Set2,8,B
Set2-8,Set2,8,C
Set2-8,Set2,8,D
Set2-8,Set2,8,E
Set2-8,Set2,8,F
Set2-8,Set2,8,G
Set2-8,Set2,8,H
Set3-3,Set3,3,A
Set3-3,Set3,3,B
Set3-3,Set3,3,C
Set3-4,Set3,4,A
Set3-4,Set3,4,B
Set3-4,Set3,4,C
Set3-4,Set3,4,D
Set3-5,Set3,5,A
Set3-5,Set3,5,B
Set3-5,Set3,5,C
Set3-5,Set3,5,D
Set3-5,Set3,5,E
Set3-6,Set3,6,A
Set3-6,Set3,6,B
Set3-6,Set3,6,C
Set3-6,Set3,6,D
Set3-6,Set3,6,E
Set3-6,Set3,6,F
Set3-7,Set3,7,A
Set3-7,Set3,7,B
Set3-7,Set3,7,C
Set3-7,Set3,7,D
Set3-7,Set3,7,E
Set3-7,Set3,7,F
Set3-7,Set3,7,G
Set3-8,Set3,8,A
Set3-8,Set3,8,B
Set3-8,Set3,8,C
Set3-8,Set3,8,D
Set3-8,Set3,8,E
Set3-8,Set3,8,F
Set3-8,Set3,8,G
Set3-8,Set3,8,H
Set3-9,Set3,9,A
Set3-9,Set3,9,B
Set3-9,Set3,9,C
Set3-9,Set3,9,D
Set3-9,Set3,9,E
Set3-9,Set3,9,F
Set3-9,Set3,9,G
Set3-9,Set3,9,H
Set3-9,Set3,9,I
Set3-10,Set3,10,A
Set3-10,Set3,10,B
Set3-10,Set3,10,C
Set3-10,Set3,10,D
Set3-10,Set3,10,E
Set3-10,Set3,10,F
Set3-10,Set3,10,G
Set3-10,Set3,10,H
Set3-10,Set3,10,I
Set3-10,Set3,10,J
Set3-11,Set3,11,A
Set3-11,Set3,11,B
Set3-11,Set3,11,C
Set3-11,Set3,11,D
Set3-11,Set3,11,E
Set3-11,Set3,11,F
Set3-11,Set3,11,G
Set3-11,Set3,11,H
Set3-11,Set3,11,I
Set3-11,Set3,11,J
Set3-11,Set3,11,K
Set3-12,Set3,12,A
Set3-12,Set3,12,B
Set3-12,Set3,12,C
Set3-12,Set3,12,D
Set3-12,Set3,12,E
Set3-12,Set3,12,F
Set3-12,Set3,12,G
Set3-12,Set3,12,H
Set3-12,Set3,12,I
Set3-12,Set3,12,J
Set3-12,Set3,12,K
Set3-12,Set3,12,L
Spectral-3,Spectral,3,E
Spectral-3,Spectral,3,H
Spectral-3,Spectral,3,K
Spectral-4,Spectral,4,C
Spectral-4,Spectral,4,F
Spectral-4,Spectral,4,J
Spectral-4,Spectral,4,M
Spectral-5,Spectral,5,C
Spectral-5,Spectral,5,F
Spectral-5,Spectral,5,H
Spectral-5,Spectral,5,J
Spectral-5,Spectral,5,M
Spectral-6,Spectral,6,B
Spectral-6,Spectral,6,E
Spectral-6,Spectral,6,G
Spectral-6,Spectral,6,I
Spectral-6,Spectral,6,K
Spectral-6,Spectral,6,N
Spectral-7,Spectral,7,B
Spectral-7,Spectral,7,E
Spectral-7,Spectral,7,G
Spectral-7,Spectral,7,H
Spectral-7,Spectral,7,I
Spectral-7,Spectral,7,K
Spectral-7,Spectral,7,N
Spectral-8,Spectral,8,B
Spectral-8,Spectral,8,D
Spectral-8,Spectral,8,F
Spectral-8,Spectral,8,G
Spectral-8,Spectral,8,I
Spectral-8,Spectral,8,J
Spectral-8,Spectral,8,L
Spectral-8,Spectral,8,N
Spectral-9,Spectral,9,B
Spectral-9,Spectral,9,D
Spectral-9,Spectral,9,F
Spectral-9,Spectral,9,G
Spectral-9,Spectral,9,H
Spectral-9,Spectral,9,I
Spectral-9,Spectral,9,J
Spectral-9,Spectral,9,L
Spectral-9,Spectral,9,N
Spectral-10,Spectral,10,A
Spectral-10,Spectral,10,B
Spectral-10,Spectral,10,D
Spectral-10,Spectral,10,F
Spectral-10,Spectral,10,G
Spectral-10,Spectral,10,I
Spectral-10,Spectral,10,J
Spectral-10,Spectral,10,L
Spectral-10,Spectral,10,N
Spectral-10,Spectral,10,O
Spectral-11,Spectral,11,A
Spectral-11,Spectral,11,B
Spectral-11,Spectral,11,D
Spectral-11,Spectral,11,F
Spectral-11,Spectral,11,G
Spectral-11,Spectral,11,H
Spectral-11,Spectral,11,I
Spectral-11,Spectral,11,J
Spectral-11,Spectral,11,L
Spectral-11,Spectral,11,N
Spectral-11,Spectral,11,O
YlGn-3,YlGn,3,C
YlGn-3,YlGn,3,F
YlGn-3,YlGn,3,I
YlGn-4,YlGn,4,B
YlGn-4,YlGn,4,E
YlGn-4,YlGn,4,G
YlGn-4,YlGn,4,J
YlGn-5,YlGn,5,B
YlGn-5,YlGn,5,E
YlGn-5,YlGn,5,G
YlGn-5,YlGn,5,I
YlGn-5,YlGn,5,K
YlGn-6,YlGn,6,B
YlGn-6,YlGn,6,D
YlGn-6,YlGn,6,F
YlGn-6,YlGn,6,G
YlGn-6,YlGn,6,I
YlGn-6,YlGn,6,K
YlGn-7,YlGn,7,B
YlGn-7,YlGn,7,D
YlGn-7,YlGn,7,F
YlGn-7,YlGn,7,G
YlGn-7,YlGn,7,H
YlGn-7,YlGn,7,J
YlGn-7,YlGn,7,L
YlGn-8,YlGn,8,A
YlGn-8,YlGn,8,C
YlGn-8,YlGn,8,D
YlGn-8,YlGn,8,F
YlGn-8,YlGn,8,G
YlGn-8,YlGn,8,H
YlGn-8,YlGn,8,J
YlGn-8,YlGn,8,L
YlGn-9,YlGn,9,A
YlGn-9,YlGn,9,C
YlGn-9,YlGn,9,D
YlGn-9,YlGn,9,F
YlGn-9,YlGn,9,G
YlGn-9,YlGn,9,H
YlGn-9,YlGn,9,J
YlGn-9,YlGn,9,K
YlGn-9,YlGn,9,M
YlGnBu-3,YlGnBu,3,C
YlGnBu-3,YlGnBu,3,F
YlGnBu-3,YlGnBu,3,I
YlGnBu-4,YlGnBu,4,B
YlGnBu-4,YlGnBu,4,E
YlGnBu-4,YlGnBu,4,G
YlGnBu-4,YlGnBu,4,J
YlGnBu-5,YlGnBu,5,B
YlGnBu-5,YlGnBu,5,E
YlGnBu-5,YlGnBu,5,G
YlGnBu-5,YlGnBu,5,I
YlGnBu-5,YlGnBu,5,K
YlGnBu-6,YlGnBu,6,B
YlGnBu-6,YlGnBu,6,D
YlGnBu-6,YlGnBu,6,F
YlGnBu-6,YlGnBu,6,G
YlGnBu-6,YlGnBu,6,I
YlGnBu-6,YlGnBu,6,K
YlGnBu-7,YlGnBu,7,B
YlGnBu-7,YlGnBu,7,D
YlGnBu-7,YlGnBu,7,F
YlGnBu-7,YlGnBu,7,G
YlGnBu-7,YlGnBu,7,H
YlGnBu-7,YlGnBu,7,J
YlGnBu-7,YlGnBu,7,L
YlGnBu-8,YlGnBu,8,A
YlGnBu-8,YlGnBu,8,C
YlGnBu-8,YlGnBu,8,D
YlGnBu-8,YlGnBu,8,F
YlGnBu-8,YlGnBu,8,G
YlGnBu-8,YlGnBu,8,H
YlGnBu-8,YlGnBu,8,J
YlGnBu-8,YlGnBu,8,L
YlGnBu-9,YlGnBu,9,A
YlGnBu-9,YlGnBu,9,C
YlGnBu-9,YlGnBu,9,D
YlGnBu-9,YlGnBu,9,F
YlGnBu-9,YlGnBu,9,G
YlGnBu-9,YlGnBu,9,H
YlGnBu-9,YlGnBu,9,J
YlGnBu-9,YlGnBu,9,K
YlGnBu-9,YlGnBu,9,M
YlOrBr-3,YlOrBr,3,C
YlOrBr-3,YlOrBr,3,F
YlOrBr-3,YlOrBr,3,I
YlOrBr-4,YlOrBr,4,B
YlOrBr-4,YlOrBr,4,E
YlOrBr-4,YlOrBr,4,G
YlOrBr-4,YlOrBr,4,J
YlOrBr-5,YlOrBr,5,B
YlOrBr-5,YlOrBr,5,E
YlOrBr-5,YlOrBr,5,G
YlOrBr-5,YlOrBr,5,I
YlOrBr-5,YlOrBr,5,K
YlOrBr-6,YlOrBr,6,B
YlOrBr-6,YlOrBr,6,D
YlOrBr-6,YlOrBr,6,F
YlOrBr-6,YlOrBr,6,G
YlOrBr-6,YlOrBr,6,I
YlOrBr-6,YlOrBr,6,K
YlOrBr-7,YlOrBr,7,B
YlOrBr-7,YlOrBr,7,D
YlOrBr-7,YlOrBr,7,F
YlOrBr-7,YlOrBr,7,G
YlOrBr-7,YlOrBr,7,H
YlOrBr-7,YlOrBr,7,J
YlOrBr-7,YlOrBr,7,L
YlOrBr-8,YlOrBr,8,A
YlOrBr-8,YlOrBr,8,C
YlOrBr-8,YlOrBr,8,D
YlOrBr-8,YlOrBr,8,F
YlOrBr-8,YlOrBr,8,G
YlOrBr-8,YlOrBr,8,H
YlOrBr-8,YlOrBr,8,J
YlOrBr-8,YlOrBr,8,L
YlOrBr-9,YlOrBr,9,A
YlOrBr-9,YlOrBr,9,C
YlOrBr-9,YlOrBr,9,D
YlOrBr-9,YlOrBr,9,F
YlOrBr-9,YlOrBr,9,G
YlOrBr-9,YlOrBr,9,H
YlOrBr-9,YlOrBr,9,J
YlOrBr-9,YlOrBr,9,K
YlOrBr-9,YlOrBr,9,M
YlOrRd-3,YlOrRd,3,C
YlOrRd-3,YlOrRd,3,F
YlOrRd-3,YlOrRd,3,I
YlOrRd-4,YlOrRd,4,B
YlOrRd-4,YlOrRd,4,E
YlOrRd-4,YlOrRd,4,G
YlOrRd-4,YlOrRd,4,J
YlOrRd-5,YlOrRd,5,B
YlOrRd-5,YlOrRd,5,E
YlOrRd-5,YlOrRd,5,G
YlOrRd-5,YlOrRd,5,I
YlOrRd-5,YlOrRd,5,K
YlOrRd-6,YlOrRd,6,B
YlOrRd-6,YlOrRd,6,D
YlOrRd-6,YlOrRd,6,F
YlOrRd-6,YlOrRd,6,G
YlOrRd-6,YlOrRd,6,I
YlOrRd-6,YlOrRd,6,K
YlOrRd-7,YlOrRd,7,B
YlOrRd-7,YlOrRd,7,D
YlOrRd-7,YlOrRd,7,F
YlOrRd-7,YlOrRd,7,G
YlOrRd-7,YlOrRd,7,H
YlOrRd-7,YlOrRd,7,J
YlOrRd-7,YlOrRd,7,L
YlOrRd-8,YlOrRd,8,A
YlOrRd-8,YlOrRd,8,C
YlOrRd-8,YlOrRd,8,D
YlOrRd-8,YlOrRd,8,F
YlOrRd-8,YlOrRd,8,G
YlOrRd-8,YlOrRd,8,H
YlOrRd-8,YlOrRd,8,J
YlOrRd-8,YlOrRd,8,L
YlOrRd-9,YlOrRd,9,A
YlOrRd-9,YlOrRd,9,C
YlOrRd-9,YlOrRd,9,D
YlOrRd-9,YlOrRd,9,F
YlOrRd-9,YlOrRd,9,G
YlOrRd-9,YlOrRd,9,H
YlOrRd-9,YlOrRd,9,J
YlOrRd-9,YlOrRd,9,K
YlOrRd-9,YlOrRd,9,M
